[INFO] [1788020066.207539082] [uav1.ladrc_position_controller]: 已创建 7 个邻居 Odom 订阅
[INFO] [1788020066.220002403] [uav1.ladrc_position_controller]: LADRC 集群执行节点已初始化 (命名空间: /uav1), ENU偏移=[0.0, 3.0, 0.0]
[INFO] [1788020066.220060903] [uav1.ladrc_position_controller]: 等待 swarm_command 和 vehicle_odometry 消息...
[INFO] [1788020066.220085349] [uav1.ladrc_position_controller]: 控制模式: ladrc_acceleration
[WARN] [1788020066.240740112] [uav1.ladrc_position_controller]: 等待新鲜 VehicleOdometry（startup=WAIT_ESTIMATOR_READY armed=0 offboard=0）
[INFO] [1788020066.281426635] [uav1.ladrc_position_controller]: 已接收到 vehicle_odometry 消息
[INFO] [1788020077.820180630] [uav1.ladrc_position_controller]: 请求 ARM（第 1 次）
[INFO] [1788020077.920194565] [uav1.ladrc_position_controller]: 请求 OFFBOARD（第 1 次）
[INFO] [1788020078.040315827] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.00,-0.01,-0.26] Cmd[-0.1,-0.1,4.8]
[INFO] [1788020079.060243079] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[-0.00,-0.01,-0.29] Cmd[0.1,0.1,8.0]
[INFO] [1788020080.060245420] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.05,-0.02,0.89] Cmd[-0.3,0.3,3.3]
[INFO] [1788020081.060277990] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[-0.04,-0.06,1.36] Cmd[0.5,0.3,3.6]
[INFO] [1788020082.080261975] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[-0.04,0.04,1.49] Cmd[0.2,-0.3,4.0]
[INFO] [1788020083.080294348] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.05,-0.04,1.82] Cmd[-0.1,0.4,1.0]
[INFO] [1788020084.100269198] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.01,0.00,1.70] Cmd[0.1,0.0,-1.1]
[INFO] [1788020085.100305242] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.03,0.00,1.58] Cmd[-0.1,0.1,0.0]
[INFO] [1788020085.920298654] [uav1.ladrc_position_controller]: 自动起飞稳定保持完成，进入 READY
[INFO] [1788020086.120305453] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.03,-0.01,1.49] Cmd[-0.1,0.1,1.3]
[INFO] [1788020087.120324549] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.01,0.00,1.50] Cmd[-0.0,0.0,-0.2]
[INFO] [1788020088.140248550] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.02,0.00,1.51] Cmd[-0.1,0.0,-0.1]
[INFO] [1788020089.140349945] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.02,-0.00,1.51] Cmd[-0.2,0.0,-0.1]
[INFO] [1788020090.160280742] [uav1.ladrc_position_controller]: UAV1 mode=ladrc_acceleration Ref[0.0,-0.0,1.5] Safe[0.0,-0.0,1.5] Pos[0.01,-0.01,1.49] Cmd[-0.1,0.1,0.6]
