mission_id,uav_id,motion_style,target_distance,duration,average_speed,gain_multiplier,omega_o_x,omega_o_y,omega_o_z,omega_c_x,omega_c_y,omega_c_z,peak_velocity,peak_acceleration,settling_time,tracking_rmse
602129213,1,normal,8.011390,3.000000,2.670463,1.120898,11.208977,11.208977,16.813465,3.362693,3.362693,3.923142,3.904686,9.927765,4.939829,1.077184
