mission_id,uav_id,motion_style,target_distance,duration,average_speed,gain_multiplier,omega_o_x,omega_o_y,omega_o_z,omega_c_x,omega_c_y,omega_c_z,peak_velocity,peak_acceleration,settling_time,tracking_rmse
2226059646,1,smooth,7.945142,3.000000,2.648381,1.059071,10.590714,10.590714,15.886070,3.177214,3.177214,3.706750,3.754565,10.258896,3.627804,1.233946
