mission_id,uav_id,motion_style,target_distance,duration,average_speed,gain_multiplier,omega_o_x,omega_o_y,omega_o_z,omega_c_x,omega_c_y,omega_c_z,peak_velocity,peak_acceleration,settling_time,tracking_rmse
3280266203,1,aggressive,7.803181,3.000000,2.601060,1.000000,10.000000,10.000000,15.000000,3.000000,3.000000,3.500000,3.606193,8.160349,3.717747,1.126101
