bag_time_ns,arrival_time_error,elapsed_time,final_position_error,header_frame_id,header_stamp_nanosec,header_stamp_sec,integrated_squared_jerk,is_finished,is_hover_stable,max_acceleration,max_jerk,max_velocity,motion_style,path_length,requested_duration,safety_factor,start_pos_x,start_pos_y,start_pos_z,target_pos_x,target_pos_y,target_pos_z,trajectory_duration,uav_id
1785207249299844355,nan,0.09686717391014099,7.7210187911987305,world,299783620,1785207249,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207249399814863,nan,0.1968640238046646,7.707704067230225,world,399780417,1785207249,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207249499835365,nan,0.29686781764030457,7.667419910430908,world,499784338,1785207249,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207249599868641,nan,0.3968857526779175,7.61927604675293,world,599802325,1785207249,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207249699867842,nan,0.49690160155296326,7.558747291564941,world,699820152,1785207249,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207249799871773,nan,0.5969038605690002,7.429505825042725,world,799822379,1785207249,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207249899843162,nan,0.6968912482261658,7.253779411315918,world,899807704,1785207249,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207249999843044,nan,0.7968900799751282,7.0513529777526855,world,999808649,1785207249,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207250099843553,nan,0.8968809247016907,6.851749420166016,world,99797766,1785207250,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207250199879048,nan,0.9969139695167542,6.597737789154053,world,199832470,1785207250,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207250299849330,nan,1.0968977212905884,6.339023113250732,world,299815145,1785207250,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207250399881108,nan,1.1969218254089355,6.049344539642334,world,399838357,1785207250,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207250499871558,nan,1.296919584274292,5.7759904861450195,world,499838185,1785207250,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207250599900501,nan,1.3969242572784424,5.46816349029541,world,599843022,1785207250,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207250699864190,nan,1.4969006776809692,5.172229766845703,world,699819395,1785207250,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207250799888874,nan,1.5969294309616089,4.846297740936279,world,799847977,1785207250,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207250899852824,nan,1.6968967914581299,4.539558410644531,world,899813239,1785207250,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207250999866858,nan,1.796900987625122,4.194976329803467,world,999817465,1785207250,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207251099859768,nan,1.896902322769165,3.864609956741333,world,99818960,1785207251,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207251199871473,nan,1.9969176054000854,3.502629518508911,world,199836146,1785207251,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207251299868780,nan,2.096916913986206,3.165043830871582,world,299835397,1785207251,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207251399882619,nan,2.1969192028045654,2.7891571521759033,world,399837594,1785207251,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207251499880999,nan,2.296926736831665,2.4339497089385986,world,499843448,1785207251,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207251599902923,nan,2.3969457149505615,2.055431842803955,world,599864370,1785207251,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207251699886735,nan,2.496932029724121,1.7142667770385742,world,699848543,1785207251,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207251799882570,nan,2.5969202518463135,1.3480852842330933,world,799837525,1785207251,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
1785207251899891480,nan,2.696924924850464,1.022242784500122,world,899842297,1785207251,176.53456115722656,False,False,4.951634883880615,17.152965545654297,4.8242716789245605,normal,7.71883487701416,3.0,1.0,0.005257383454591036,2.9880262911319733,0.13755924999713898,6.0,3.0,5.0,3.0,1
