bag_time_ns,average_speed,duration,gain_multiplier,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,omega_c_x,omega_c_y,omega_c_z,omega_o_x,omega_o_y,omega_o_z,peak_acceleration,peak_velocity,settling_time,target_distance,tracking_rmse,uav_id
1785207249299849175,2.5729448795318604,3.0,1.0,world,299821853,1785207249,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,1.1386089324951172,0.21036280691623688,nan,7.71883487701416,0.00385238416492939,1
1785207249399818960,2.5729448795318604,3.0,1.0,world,399797810,1785207249,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,3.9874427318573,0.21036280691623688,nan,7.71883487701416,0.008389631286263466,1
1785207249499841677,2.5729448795318604,3.0,1.0,world,499800308,1785207249,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,3.9874427318573,0.328005850315094,nan,7.71883487701416,0.020544908940792084,1
1785207249599871286,2.5729448795318604,3.0,1.0,world,599821381,1785207249,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,3.9874427318573,0.37867605686187744,nan,7.71883487701416,0.03750212490558624,1
1785207249699870297,2.5729448795318604,3.0,1.0,world,699838907,1785207249,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,6.779866695404053,0.8079067468643188,nan,7.71883487701416,0.057510893791913986,1
1785207249799877484,2.5729448795318604,3.0,1.0,world,799840714,1785207249,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,1.5474127531051636,nan,7.71883487701416,0.08059481531381607,1
1785207249899847710,2.5729448795318604,3.0,1.0,world,899820529,1785207249,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,1.9246772527694702,nan,7.71883487701416,0.10571958869695663,1
1785207249999849486,2.5729448795318604,3.0,1.0,world,999826543,1785207249,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,1.956720232963562,nan,7.71883487701416,0.13417813181877136,1
1785207250099845357,2.5729448795318604,3.0,1.0,world,99814478,1785207250,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,2.240492343902588,nan,7.71883487701416,0.17190490663051605,1
1785207250199883296,2.5729448795318604,3.0,1.0,world,199851566,1785207250,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,2.5239057540893555,nan,7.71883487701416,0.21823079884052277,1
1785207250299852917,2.5729448795318604,3.0,1.0,world,299833320,1785207250,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,2.67301607131958,nan,7.71883487701416,0.2728355824947357,1
1785207250399883563,2.5729448795318604,3.0,1.0,world,399852013,1785207250,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,2.766709089279175,nan,7.71883487701416,0.33515027165412903,1
1785207250499875415,2.5729448795318604,3.0,1.0,world,499855808,1785207250,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,2.8388583660125732,nan,7.71883487701416,0.4060843586921692,1
1785207250599902514,2.5729448795318604,3.0,1.0,world,599860485,1785207250,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,2.918283462524414,nan,7.71883487701416,0.48367273807525635,1
1785207250699866424,2.5729448795318604,3.0,1.0,world,699838521,1785207250,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,2.9987881183624268,nan,7.71883487701416,0.5661914348602295,1
1785207250799893413,2.5729448795318604,3.0,1.0,world,799868806,1785207250,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,3.0883071422576904,nan,7.71883487701416,0.6510579586029053,1
1785207250899855208,2.5729448795318604,3.0,1.0,world,899825442,1785207250,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,3.1718556880950928,nan,7.71883487701416,0.7368689775466919,1
1785207250999870686,2.5729448795318604,3.0,1.0,world,999829868,1785207250,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,3.2661476135253906,nan,7.71883487701416,0.8204103112220764,1
1785207251099864367,2.5729448795318604,3.0,1.0,world,99831424,1785207251,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,3.3484861850738525,nan,7.71883487701416,0.8991510272026062,1
1785207251199892182,2.5729448795318604,3.0,1.0,world,199853879,1785207251,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,3.4215948581695557,nan,7.71883487701416,0.9704973101615906,1
1785207251299872628,2.5729448795318604,3.0,1.0,world,299852149,1785207251,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,3.470505714416504,nan,7.71883487701416,1.0333306789398193,1
1785207251399884894,2.5729448795318604,3.0,1.0,world,399854526,1785207251,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,3.5037081241607666,nan,7.71883487701416,1.0855456590652466,1
1785207251499885868,2.5729448795318604,3.0,1.0,world,499855912,1785207251,789735806,normal,3.0,3.0,3.5,10.0,10.0,15.0,9.019270896911621,3.512153387069702,nan,7.71883487701416,1.1257916688919067,1
