bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785207249202773656,3.0,world,202627869,1785207249,789735806,normal,1.0,6.0,3.0,5.0,1
1785207249319943710,3.0,world,202627869,1785207249,789735806,normal,1.0,6.0,3.0,5.0,1
1785207249420001062,3.0,world,202627869,1785207249,789735806,normal,1.0,6.0,3.0,5.0,1
1785207249539974241,3.0,world,202627869,1785207249,789735806,normal,1.0,6.0,3.0,5.0,1
1785207249659994038,3.0,world,202627869,1785207249,789735806,normal,1.0,6.0,3.0,5.0,1
1785207249779968089,3.0,world,202627869,1785207249,789735806,normal,1.0,6.0,3.0,5.0,1
1785207249900021039,3.0,world,202627869,1785207249,789735806,normal,1.0,6.0,3.0,5.0,1
1785207250000072700,3.0,world,202627869,1785207249,789735806,normal,1.0,6.0,3.0,5.0,1
1785207250120033138,3.0,world,202627869,1785207249,789735806,normal,1.0,6.0,3.0,5.0,1
1785207250239961606,3.0,world,202627869,1785207249,789735806,normal,1.0,6.0,3.0,5.0,1
