bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785137997199844642,8.0,world,199548800,1785137999,2,normal,0.0,11.23606798,12.80422607,5.0,5
1785137997299852851,8.0,world,199548800,1785137999,2,normal,0.0,11.23606798,12.80422607,5.0,5
1785137997399945291,8.0,world,199548800,1785137999,2,normal,0.0,11.23606798,12.80422607,5.0,5
1785137997500047559,8.0,world,199548800,1785137999,2,normal,0.0,11.23606798,12.80422607,5.0,5
1785137997600078812,8.0,world,199548800,1785137999,2,normal,0.0,11.23606798,12.80422607,5.0,5
1785137997700172534,8.0,world,199548800,1785137999,2,normal,0.0,11.23606798,12.80422607,5.0,5
1785137997800276886,8.0,world,199548800,1785137999,2,normal,0.0,11.23606798,12.80422607,5.0,5
1785137997900456591,8.0,world,199548800,1785137999,2,normal,0.0,11.23606798,12.80422607,5.0,5
1785137998000538941,8.0,world,199548800,1785137999,2,normal,0.0,11.23606798,12.80422607,5.0,5
1785137998100637991,8.0,world,199548800,1785137999,2,normal,0.0,11.23606798,12.80422607,5.0,5
