bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785142251045284684,8.0,world,44963371,1785142253,2,normal,0.0,6.76393202,11.35114101,5.0,4
1785142251145377152,8.0,world,44963371,1785142253,2,normal,0.0,6.76393202,11.35114101,5.0,4
1785142251245521244,8.0,world,44963371,1785142253,2,normal,0.0,6.76393202,11.35114101,5.0,4
1785142251345657737,8.0,world,44963371,1785142253,2,normal,0.0,6.76393202,11.35114101,5.0,4
1785142251445854896,8.0,world,44963371,1785142253,2,normal,0.0,6.76393202,11.35114101,5.0,4
1785142251545904380,8.0,world,44963371,1785142253,2,normal,0.0,6.76393202,11.35114101,5.0,4
1785142251646040202,8.0,world,44963371,1785142253,2,normal,0.0,6.76393202,11.35114101,5.0,4
1785142251746191103,8.0,world,44963371,1785142253,2,normal,0.0,6.76393202,11.35114101,5.0,4
1785142251846293373,8.0,world,44963371,1785142253,2,normal,0.0,6.76393202,11.35114101,5.0,4
1785142251946454436,8.0,world,44963371,1785142253,2,normal,0.0,6.76393202,11.35114101,5.0,4
