bag_time_ns,duration,header_frame_id,header_stamp_nanosec,header_stamp_sec,mission_id,motion_style,safety_factor,target_pos_x,target_pos_y,target_pos_z,uav_id
1785141152309865264,8.0,world,309677679,1785141154,3,normal,0.0,6.0,0.0,5.0,0
1785141152409947250,8.0,world,309677679,1785141154,3,normal,0.0,6.0,0.0,5.0,0
1785141152510111502,8.0,world,309677679,1785141154,3,normal,0.0,6.0,0.0,5.0,0
1785141152610236419,8.0,world,309677679,1785141154,3,normal,0.0,6.0,0.0,5.0,0
1785141152710317043,8.0,world,309677679,1785141154,3,normal,0.0,6.0,0.0,5.0,0
1785141152810325710,8.0,world,309677679,1785141154,3,normal,0.0,6.0,0.0,5.0,0
1785141152910338786,8.0,world,309677679,1785141154,3,normal,0.0,6.0,0.0,5.0,0
1785141153010439979,8.0,world,309677679,1785141154,3,normal,0.0,6.0,0.0,5.0,0
1785141153110480257,8.0,world,309677679,1785141154,3,normal,0.0,6.0,0.0,5.0,0
1785141153210595105,8.0,world,309677679,1785141154,3,normal,0.0,6.0,0.0,5.0,0
